Name,Country,Source,Year,LinkedIn,LinkedInName,LevScore
Ricardo Skewes Zorrilla,Mexico,IPhO,2019,,,
Izatullo Yusufov,Tajikistan,IPhO,2019,,,
Markus Thomas Swift,Sweden,IPhO,2019,,,
Konstantinos Fotopoulos,Greece,IPhO,2019,,,
Benjamin Zander Erland Verbeek,Sweden,IPhO,2019,,,
Andreas Solberg Stapnes,Norway,IPhO,2019,,,
Tsolmon Bazarragchaa,Mongolia,IPhO,2019,,,
Tautgirdas Narmontas,Lithuania,IPhO,2019,,,
Ricards Kristers Knipsis,Latvia,IPhO,2019,,,
Azamat Abykeev,Kyrgyzstan,IPhO,2019,,,
Jonas Dale Hofmann,Switzerland,IPhO,2019,,,
Ioannis Kestoras,Cyprus,IPhO,2019,,,
Urmas Luhaäär,Estonia,IPhO,2019,,,
Bjarke Ertbjerg Rasmussen,Denmark,IPhO,2019,,,
André Gonçalves Gomes,Portugal,IPhO,2019,,,
Zhuzhen Fan,Macau,IPhO,2019,,,
Ioannis Bellos,Greece,IPhO,2019,,,
Emeric Martin,Luxembourg,IPhO,2019,,,
Hannes Kuslap,Estonia,IPhO,2019,,,
Jorge Armando González Lamas,Mexico,IPhO,2019,,,
José Filipe Bernardo Afonso,Portugal,IPhO,2019,,,
López Miras Javier,Spain,IPhO,2019,,,
Honghao Liu,Denmark,IPhO,2019,,,
Marco António Leal Oliveira Ribeiro,Portugal,IPhO,2019,,,
Kevin Alfonso Hernández Chavez,El Salvador,IPhO,2019,,,
Temirlan Ismagulov,Kazakhstan,IPhO,2019,,,
Nola Šegalo,Bosnia and Herzegovina,IPhO,2019,,,
Missael Sepúlveda Ríos,Mexico,IPhO,2019,,,
Vladimir Smrkolj,Slovenia,IPhO,2019,,,
Marko Joksimović,Montenegro,IPhO,2019,,,
Mateo Daniel Velez Cobian,Mexico,IPhO,2019,,,
Georgios Anastasiou,Greece,IPhO,2019,,,
Morten Lindholt Pahus,Denmark,IPhO,2019,,,
Manoj Khatri,Nepal,IPhO,2019,,,
Ward Bruyndonckx,Belgium,IPhO,2019,,,
Adam Jan Watroba,Poland,IPhO,2019,,,
Franklin Hor Chung Yeung,Macau,IPhO,2019,,,
Paulius Rindzevičius,Lithuania,IPhO,2019,,,
George Dzadzamia,Georgia,IPhO,2019,,,
David Ture Borup Johansen,Denmark,IPhO,2019,,,
Martin Schmied,Czech Republic,IPhO,2019,,,
Kyungmin Kim,Republic of Korea,IPhO,2021,https://www.linkedin.com/in/taehyoung-kim-39a35a302,Taehyoung Kim,4
Zhihan Zhang,People's Republic of China,IPhO,2021,https://www.linkedin.com/in/jingyuzhao,Jingyu Zhao,4
Ming Jian,People's Republic of China,IPhO,2021,https://kr.linkedin.com/in/zhimin-pan-87b819106,Zhimin Pan님,7
Xiang Li,People's Republic of China,IPhO,2021,https://www.linkedin.com/in/solkim0,Sol Kim,4
Yinghao Ma,People's Republic of China,IPhO,2021,,,
Leo Yao,United States of America,IPhO,2021,https://www.linkedin.com/in/chenxing-zhang-92100811b,Chenxing Zhang,0
Zhening Li,United States of America,IPhO,2021,https://www.linkedin.com/in/ching-chang-64892897,Ching Chang,6
Jiwoo Park,Republic of Korea,IPhO,2021,https://www.linkedin.com/in/aleksei-krasnikov-38a2a0193,Aleksei Krasnikov,4
Seunghyun Yeo,Republic of Korea,IPhO,2021,https://www.linkedin.com/in/hyunsoo-ha-53007246,Hyunsoo Ha,4
Jingzhe Shi,People's Republic of China,IPhO,2021,https://www.linkedin.com/in/joonhwi-kim-60ab6b330,Joonhwi Kim,4
Sangyeon Park,Republic of Korea,IPhO,2021,https://www.linkedin.com/in/adam-busis-094582278,Adam Busis,11
Matvei Kniazev,Russia,IPhO,2021,https://www.linkedin.com/in/xinyuwang1126,Xinyu Wang,4
Zong-Si Moore,Taiwan,IPhO,2021,https://jp.linkedin.com/in/akihiro-watanabe-11391ab,Akihiro Watanabe,4
Vlad-Stefan Oros,Romania,IPhO,2021,https://vn.linkedin.com/in/thuan-nguyen-797a4a201,Thuan Nguyen,12
Koki Kusumoto,Japan,IPhO,2021,https://www.linkedin.com/in/zachary-bogorad-854a0b170,Zachary Bogorad,4
Nikolay Kononenko,Russia,IPhO,2021,https://www.linkedin.com/in/chi-kang-pai-5231151a3,Chi Kang Pai,10
Tudor-Gabriel Mocioi,Romania,IPhO,2021,https://ir.linkedin.com/in/mohammadhosseinyazdi,Mohammad Hossein Yazdi,20
Nguyen Manh Quan,Vietnam,IPhO,2021,,,
Caio Augusto Siqueira Da Silva,Brazil,IPhO,2021,https://www.linkedin.com/in/lingbang-zhu-8308392b6,Lingbang Zhu,0
Danila Samodelkin,Russia,IPhO,2021,,,
Akshat Chaudhary,Singapore,IPhO,2021,https://www.linkedin.com/in/kaitsai,Kai Tsai,8
Matthieu Weickmans,France,IPhO,2021,https://www.linkedin.com/in/yat-wong-344889104,Yat Wong,4
Dongchan Shin,Republic of Korea,IPhO,2021,https://www.linkedin.com/in/phum-siriviboon-22a70b150,Phum Siriviboon,4
Lai Yu-Hong,Taiwan,IPhO,2021,https://www.linkedin.com/in/ali-shirali-0940092b1,Ali Shirali,4
Denis Ismagilov,Russia,IPhO,2021,,,
I-Kwan Lee,Taiwan,IPhO,2021,https://uk.linkedin.com/in/adam-kucz,Adam Kucz,14
Zabilskyi Daniil,Ukraine,IPhO,2021,https://www.linkedin.com/in/jingjin1025/zh-cn,Jing Jin,7
Artemii Novikov,Russia,IPhO,2021,https://vn.linkedin.com/in/nguyen-cong-thanh-21083a50,Nguyen Cong Thanh,4
Trang Dao Cong Minh,Vietnam,IPhO,2021,https://hk.linkedin.com/in/frankie-lam-1b13a953,Frankie Lam,15
Tran Quang Vinh,Vietnam,IPhO,2021,https://kz.linkedin.com/in/daulet-kurmantayev-41912a176,Daulet Kurmantayev,4
Benoît Fanton,France,IPhO,2021,https://uk.linkedin.com/in/tudorcretu59,Tudor Cretu,12
Eddie Chen,United States of America,IPhO,2021,https://vn.linkedin.com/in/tran-thi-huong-thao-4b9501202,Tran Thi Huong Thao,8
Artashes Gyoletsyan,Armenia,IPhO,2021,,,
Lau Sze Chun,Hong Kong,IPhO,2021,https://www.linkedin.com/in/saraneshprembabu,Saranesh Prembabu,8
Cheng Yat Long,Hong Kong,IPhO,2021,https://de.linkedin.com/in/taavet-kalda-172177174,Taavet Kalda,4
Evan Erickson,United States of America,IPhO,2021,https://www.linkedin.com/in/kirill-voronin-b076a8121,Kirill Voronin,4
Om Girishkant Gupta,United Arab Emirates,IPhO,2021,https://www.linkedin.com/in/kevinqli,Kevin Q Li,0
Michael Kharton,Belarus,IPhO,2021,https://www.linkedin.com/in/jasonlu18,Jason Lu,0
William Huang,United States of America,IPhO,2021,https://www.linkedin.com/in/botond-erdos-4291202a7,Botond Erdos,8
Chan Tsz Chun,Hong Kong,IPhO,2021,https://kz.linkedin.com/in/tlekbayuteshev1,Tlekbay Uteshev,10
Sim Hui Xiang,Singapore,IPhO,2021,https://my.linkedin.com/in/ching-ying-45666a1aa,Ching ying,7
Jie-Da Tsai,Taiwan,IPhO,2021,https://sg.linkedin.com/in/yuk-wong-474104b7,Yuk Wong,4
Balázs Csaba Kovács,Hungary,IPhO,2021,https://www.linkedin.com/in/garett-tok,Garett Tok,10
George Cristian Ardeleanu,Romania,IPhO,2021,https://hk.linkedin.com/in/ppeetteerrs,Peter Yuen Ho Hin,4
Kai-Hsiang Tu,Taiwan,IPhO,2021,https://sg.linkedin.com/in/joel-tan-7a98561,Joel Tan,13
Borna Khodabandeh,Islamic Republic of Iran,IPhO,2021,https://uk.linkedin.com/in/amirthya,Gowtham Amirthya Neppoleon,0
Anton Draganchuk,Kazakhstan,IPhO,2021,https://www.linkedin.com/in/suyeon-choi-724751186,Suyeon Choi,3
Dinmukhamed Rakhimzhanov,Kazakhstan,IPhO,2021,https://www.linkedin.com/in/qingyue-wu-b65401247,Qingyue Wu,0
Endre Bokor,Hungary,IPhO,2021,https://nl.linkedin.com/in/alex-mikulenko-65b676247,Alex Mikulenko,5
Rizabek Alpamys,Kazakhstan,IPhO,2021,https://www.linkedin.com/in/anht-nguyen28,Nguyen Tuan Anh,6
Leung Chun Fung,Hong Kong,IPhO,2021,https://ca.linkedin.com/in/ali-fathi-0476694b,Ali Fathi,0
Parthorn Ammawat,Thailand,IPhO,2021,https://www.linkedin.com/in/waitai,Wai Tai,9
Lior Bar Hillel,Israel,IPhO,2021,https://md.linkedin.com/in/cristian-frunza-1a9b9112b,Cristian Frunza,15
Tamir Shpiro,Israel,IPhO,2021,https://ir.linkedin.com/in/javad-tabatabaee-yazdi-17323747,Javad Tabatabaee Yazdi,20
Aleksandar Prodanov,Bulgaria,IPhO,2021,https://hk.linkedin.com/in/micksornwanee,Mick Sornwanee,7
Nguyen Trong Thuan,Vietnam,IPhO,2021,https://www.linkedin.com/in/vincent-grande-iii-a86392b,Law firm of Vincent Grande III,24
Pouya Lahabi,Islamic Republic of Iran,IPhO,2021,https://ir.linkedin.com/in/mohammad-ali-khademi-sohi-989212254,Mohammad Ali Khademi Sohi,7
Wang Yunrui,Singapore,IPhO,2021,https://sg.linkedin.com/in/hugoherdianto,Hugo Herdianto,0
Ryoya Awano,Japan,IPhO,2021,https://www.linkedin.com/in/abhijatmedhi-chotrattanapituk-68199b308,ABHIJATMEDHI CHOTRATTANAPITUK,4
Alireza Souri,Islamic Republic of Iran,IPhO,2021,https://de.linkedin.com/in/andrasholczer,Andras Holczer – Staycity Group,22
Rauan Kaldybayev,Kazakhstan,IPhO,2021,https://www.linkedin.com/in/armen-topchyan-693ba92b,Armen Topchyan,10
Hynek Jakeš,Czech Republic,IPhO,2021,https://www.linkedin.com/in/saiprakashreddyc,Sai Prakash Reddy C,25
Natthakan Saeng-Nil,Thailand,IPhO,2021,https://www.linkedin.com/in/joshua-lim-1b27098,Joshua Lim,14
Yersultan Pitebay,Kazakhstan,IPhO,2021,https://www.linkedin.com/in/oleksandr-shumaiev,Oleksandr S.,11
Warakorn Dachavaranupap,Thailand,IPhO,2021,https://www.linkedin.com/in/sheshansh-agrawal-b5a79b97,Sheshansh Agrawal,4
Hassan Kazemi,Islamic Republic of Iran,IPhO,2021,https://am.linkedin.com/in/edgar-vardanyan-a55b5477,Edgar Vardanyan,8
Théo Lequy,Germany,IPhO,2021,https://www.linkedin.com/in/kevinlimanta,Kevin Limanta,0
Gabriel Almeida,Portugal,IPhO,2021,https://uk.linkedin.com/in/844820159,Kristóf Sal,4
Antonia-Alma Ghită,Romania,IPhO,2021,https://uk.linkedin.com/in/inwwin,Panawat Wongklaew,5
Andreas Feuerpfeil,Germany,IPhO,2021,,,
Nika Zahedi,Islamic Republic of Iran,IPhO,2021,https://www.linkedin.com/in/satoshi-yoshida-47676677,Satoshi Yoshida,4
Lewin Basil Slader Marsh,Singapore,IPhO,2021,https://ro.linkedin.com/in/razvan-radu-a721ab1b,Razvan Radu,14
Io Murayama,Japan,IPhO,2021,https://www.linkedin.com/in/bahrudintrbalic,Bahrudin Trbalic,4
Jozef Csipes,Slovakia,IPhO,2021,,,
Choi Wai Ching,Hong Kong,IPhO,2021,https://www.linkedin.com/in/anht-nguyen28,Nguyen Tuan Anh,5
Kuznietsov Makar,Ukraine,IPhO,2021,https://www.linkedin.com/in/tsegal34,Tom Segal,4
Dušan Beguš,Serbia,IPhO,2021,https://il.linkedin.com/in/yaron-jacob-15141,Yaron Jacob,14
Simon Bukovšek,Slovenia,IPhO,2021,https://it.linkedin.com/in/fabio-zoratti/en,Fabio Zoratti,0
Stefan Stefănescu,Romania,IPhO,2021,https://uk.linkedin.com/in/james-bamber-ba6797195,James Bamber,14
Bayram Alp Şahin,Türkiye,IPhO,2021,https://www.linkedin.com/in/filip-jaskula-6ba7133/,Filip Jaskula,10
Emir Akdağ,Türkiye,IPhO,2021,https://www.linkedin.com/in/v%C3%A1clav-rozho%C5%88-46440a282,Václav Rozhoň,6
Thiago Frota Maranhão,Brazil,IPhO,2021,https://it.linkedin.com/in/simone-bombari-a26a08321,Simone Bombari,4
Sean Sdahl,Germany,IPhO,2021,https://uk.linkedin.com/in/jiri-kucera-748231151,Jiří Kučera,4
Yaman Bora Otuzbir,Türkiye,IPhO,2021,,,
Balázs Bonifert,Hungary,IPhO,2021,https://de.linkedin.com/in/rhesatendean,"Rhesa Edrick Tendean – Düsseldorf, Nordrhein",28
Joseph Oliver Lim,Indonesia,IPhO,2021,https://www.linkedin.com/in/marine-schimel-a48319140,Marine Schimel,4
Bui Thanh Tan,Vietnam,IPhO,2021,https://uk.linkedin.com/in/menyhert-balogh-561527321,Menyhert Balogh,5
Tan Chien Hao,Singapore,IPhO,2021,https://sk.linkedin.com/in/martin-ga%C5%BEo-ab3101a0,Martin Gažo,4
Grgur Premec,Croatia,IPhO,2021,,,
Jonas Hübner,Germany,IPhO,2021,,,
Sean Tcherniaev,Israel,IPhO,2021,https://www.linkedin.com/in/taras-zhylenko-458452160,Taras Zhylenko,4
Dolev Ronen,Israel,IPhO,2021,https://fr.linkedin.com/in/sven-jandura-817176204,Sven Jandura,4
Miłosz Piotr Matraszek,Poland,IPhO,2021,https://www.linkedin.com/in/umut-eren-ustural%C4%B1-180096155,Umut Eren Usturalı,4
Taiki Itonaga,Japan,IPhO,2021,https://il.linkedin.com/in/shaked-shechter-0a183b170,Shaked Shechter,11
Davit Gyulamiryan,Armenia,IPhO,2021,https://tr.linkedin.com/in/tolga-g%C3%BCrcan-633a29196,Tolga Gürcan,4
Dzianis Dziadkou,Belarus,IPhO,2021,,,
Mario Alvaro,Indonesia,IPhO,2021,https://www.linkedin.com/in/apteanuj,Anuj Apte,12
Edward Humianto,Indonesia,IPhO,2021,https://ca.linkedin.com/in/abcatli/en,Ahmet Burak Catli,6
Alexandre Fouquet,France,IPhO,2021,https://lt.linkedin.com/in/gintautas-kamuntavi%C4%8Dius-43650916a,Gintautas Kamuntavičius,0
Freddie Hand,United Kingdom,IPhO,2021,https://ca.linkedin.com/in/emmanuel-robin-b5869794,Emmanuel Robin,9
Borna Perković,Croatia,IPhO,2021,,,
Marco Catapano,Italy,IPhO,2021,https://ee.linkedin.com/in/kristjan-kongas-8030b2254,Kristjan Kongas,4
Giacomo Calogero,Italy,IPhO,2021,https://www.linkedin.com/in/moran-ben-david-shapira-8b23ba5,Moran Ben David Shapira,13
Vasil Nikolov,Bulgaria,IPhO,2021,https://id.linkedin.com/in/jaswin-jaswin-9437911ab,Jaswin Jaswin,0
Daniel Smolders,Belgium,IPhO,2021,,,
Jovan Marković,Serbia,IPhO,2021,,,
Nathakorn Chaidechapinant,Thailand,IPhO,2021,,,
Thanadis Charoenrujijin,Thailand,IPhO,2021,https://am.linkedin.com/in/ashot-n-harutyunyan-79a6b27,Ashot N. Harutyunyan,14
Marius Frija,Moldova,IPhO,2021,,,
Lucas Takayasu,Brazil,IPhO,2021,https://hr.linkedin.com/in/matej-pavlovic,Matej Pavlović,5
Matěj Dvořák,Czech Republic,IPhO,2021,https://at.linkedin.com/in/asbj%C3%B8rn-b%C3%A6kgaard-lauritsen-673563168,Asbjørn Bækgaard Lauritsen – PHD Student,18
Pavol Pivko,Slovakia,IPhO,2021,https://www.linkedin.com/in/ileana-rugina-952a19a5,Ileana Rugina,0
Vázsony Varga,Hungary,IPhO,2021,https://rs.linkedin.com/in/janko-sustersic,Janko Šušteršič,4
M. 'Anin Nabail 'Azhiim,Indonesia,IPhO,2021,,,
Piotr Borodako,Poland,IPhO,2021,https://www.linkedin.com/in/andrea-ferrario-63b8417,Andrea Ferrario,4
Stefan Nicov,Moldova,IPhO,2021,https://hu.linkedin.com/in/tompatamas,Tamás Tompa,10
Petar Samardžić,Serbia,IPhO,2021,,,
Saraiev Artem,Ukraine,IPhO,2021,https://www.linkedin.com/in/felipevcoimbra,Felipe Vieira Coimbra,0
Mihir Manium,United Kingdom,IPhO,2021,https://tr.linkedin.com/in/mert-g%C3%BCven-kayaalp-04223720,Mert Güven Kayaalp,10
Anton Tizian Haas,Germany,IPhO,2021,,,
Dean Hartono,Indonesia,IPhO,2021,https://ht.linkedin.com/in/ecole-musique-nemour-jean-baptiste-6a2a6ba7,ECOLE MUSIQUE NEMOUR JEAN BAPTISTE,32
Junhe Chen,United Kingdom,IPhO,2021,,,
Daniele Fedeli,Italy,IPhO,2021,https://am.linkedin.com/in/vahe-mambreyan-9a074a1b,Vahe Mambreyan,13
Revi Gerner,Netherlands,IPhO,2021,https://www.linkedin.com/in/christianajorgensen,Christian Arne Jorgensen,22
Ábel Tóth,Hungary,IPhO,2021,https://ba.linkedin.com/in/nermedin,Nermedin Džeković,6
Adam Džavoronok,Slovakia,IPhO,2021,,,
Antoni Jan Skoczypiec,Poland,IPhO,2021,,,
Jiří Kohl,Czech Republic,IPhO,2021,,,
Alex Carneiro De Sousa,Brazil,IPhO,2021,https://uk.linkedin.com/in/jakob-jazbec-8457a3114,Jakob Jazbec,4
James Brownlie,United Kingdom,IPhO,2021,,,
Timur Golubovich,Belarus,IPhO,2021,https://www.linkedin.com/in/sudarshanravi,Sudarshan Ravi,4
Antoni Krzysztof Grabowski,Poland,IPhO,2021,https://pl.linkedin.com/in/piotr-kubala-49943b9b,Piotr Kubala,14
Soma Sato,Japan,IPhO,2021,,,
Sebastian Arevalo,El Salvador,IPhO,2021,https://cn.linkedin.com/in/yinuohan,Yinuo Han,4
Kuzma Volodymyr,Ukraine,IPhO,2021,https://kz.linkedin.com/in/ayan-segizbay-3b0560213,Ayan Segizbay,4
Morhai Anhelina,Ukraine,IPhO,2021,https://uk.linkedin.com/in/r%C5%ABdolfs-treilis-82a3ba1a1,Rūdolfs Treilis,4
Bilguun Batbayar,Mongolia,IPhO,2021,https://in.linkedin.com/in/arindambha,Arindam Bhattacharya,16
Domen Lisjak,Slovenia,IPhO,2021,https://sg.linkedin.com/in/tural-aliyev-613427119,Tural Aliyev,0
Raphael Zumbrunn,Switzerland,IPhO,2021,https://www.linkedin.com/in/michelle-montoya-b22986204,Michelle Montoya,14
Mikita Tsybliyenka,Belarus,IPhO,2021,https://jp.linkedin.com/in/jason-kristiano-515824190,Jason Kristiano,4
Ualype De Andrade Uchoa,Brazil,IPhO,2021,https://uk.linkedin.com/in/filipayazi,Filip Ayazi,4
Timo Hoogenbosch,Netherlands,IPhO,2021,https://ch.linkedin.com/in/pietro-pelliconi-972693129,Pietro Pelliconi – Schweiz | Berufliches Profil,31
Reut Shifra Goldberg,Israel,IPhO,2021,https://jp.linkedin.com/in/hiroto-takahashi-02b71877,Hiroto Takahashi,4
Alqasem SENi,Saudi Arabia,IPhO,2021,https://lt.linkedin.com/in/vytautas-strimaitis,Vytautas Strimaitis,4
Imtiaz Tanweer Rahim,Bangladesh,IPhO,2021,https://www.linkedin.com/in/laurentiu-calancea,Laurentiu Calancea,4
Filip Vučić,Croatia,IPhO,2021,https://cz.linkedin.com/in/jakub-dolej%C5%A1%C3%AD-2833511b8/en,Jakub Dolejsi,6
Pavol Šimkovič,Slovakia,IPhO,2021,https://www.linkedin.com/in/gleb-vizitiv-208916140,Gleb Vizitiv,4
Alper Tezcan,Türkiye,IPhO,2021,,,
Luke Hayward,United Kingdom,IPhO,2021,https://tr.linkedin.com/in/ali-veli-253995208,Ali Veli,0
Yavor Yordanov,Bulgaria,IPhO,2021,https://www.linkedin.com/in/yan-yuhai-181207b4,Yan Yuhai,7
Irakli Ugulava,Georgia,IPhO,2021,https://cz.linkedin.com/in/v%C3%A1clav-mi%C5%99%C3%A1tsk%C3%BD-1210177a,Václav Miřátský – dispečer – LIPEAN s.r.o.,31
M. Subhi Abo Rdan,Syria,IPhO,2021,https://www.linkedin.com/in/jesusalejandrogonzalezs,Jesús Alejandro González Sánchez,4
Hakob Chakhoyan,Armenia,IPhO,2021,https://www.linkedin.com/in/%25C3%25A5ke-andersson-7046b7102,Åke Andersson,4
Marek Fürst,Czech Republic,IPhO,2021,,,
James Monro,Australia,IPhO,2021,https://cl.linkedin.com/in/polo-jose-gomez-85284931,Polo jose Gomez,11
Ruben Karakhanyan,Armenia,IPhO,2021,https://www.linkedin.com/in/matthewbajzek,Matthew Bajzek,8
Martino Barbieri,Italy,IPhO,2021,https://fi.linkedin.com/in/petteri-arovainio-17130b5a,Petteri Arovainio,18
Simon Selg,Estonia,IPhO,2021,https://www.linkedin.com/in/ashot-margaryan-18629317b,Ashot Margaryan,15
Sadeq Alabbad,Saudi Arabia,IPhO,2021,https://uk.linkedin.com/in/biancalina,Bianca Andrei,14
Dariel Vllamasi,Italy,IPhO,2021,https://www.linkedin.com/in/stephen-liu,Stephen Liu,0
Aleksandar Iliev,Bulgaria,IPhO,2021,https://www.linkedin.com/in/oliver-wang-a2a145276,Oliver Wang,4
Emil Kisielewicz,Poland,IPhO,2021,,,
Justas Kaminskas,Lithuania,IPhO,2021,https://www.linkedin.com/in/matthias-dubois,Matthias Dubois,16
Štefan Slavkovský,Slovakia,IPhO,2021,https://www.linkedin.com/in/lukas-wimmer-a303a5181/,Lukas Wimmer,4
Sowmya Srinivasan,United Arab Emirates,IPhO,2021,https://fr.linkedin.com/in/hugues-despr%C3%A9s-171570a6,Hugues Després,6
Rail Khashaev,Uzbekistan,IPhO,2021,https://www.linkedin.com/in/tkhawaja,Talha Irfan Khawaja,0
Andria Manjavidze,Georgia,IPhO,2021,https://sk.linkedin.com/in/jozef-bu%C4%8Dko-9b6a816b,Jozef Bučko,5
Hassan M. Al Lail,Saudi Arabia,IPhO,2021,https://www.linkedin.com/in/ilan-mitnikov,Ilan Mitnikov,4
Md Fahim Abrar,Bangladesh,IPhO,2021,,,
Manuel Bartolomé Melguizo García,Spain,IPhO,2021,,,
Adam Mendl,Czech Republic,IPhO,2021,,,
Javier Sánchez-Bonilla Martínez,Spain,IPhO,2021,,,
Abdullah Alhasni,Syria,IPhO,2021,,,
Fatih Žgalj,Bosnia and Herzegovina,IPhO,2021,,,
Tomas Babelis,Lithuania,IPhO,2021,,,
Debdut Sengupta,Sweden,IPhO,2021,,,
Absur Khan Siam,Bangladesh,IPhO,2021,,,
Liam Antonsson,Sweden,IPhO,2021,,,
Carlos Elishah Candanosa-Salazar,Mexico,IPhO,2021,,,
Eser İlke Genç,Türkiye,IPhO,2021,,,
Nikolai Maltsev,Georgia,IPhO,2021,,,
Edgars Rūdolfs Vītiņš,Latvia,IPhO,2021,,,
Arturo Ruiz Mercado,Bolivia,IPhO,2021,,,
Anirchuluu Otgochuluu,Mongolia,IPhO,2021,,,
Lev Podbregar,Slovenia,IPhO,2021,,,
Dhruv Hariharan,Australia,IPhO,2021,,,
Emilis Strazdas,Lithuania,IPhO,2021,,,
Christos Falas,Cyprus,IPhO,2021,,,
Viesturs Spūlis,Latvia,IPhO,2021,,,
Monika Šadauskaitė,Lithuania,IPhO,2021,,,
Daniel Tejeda Saavedra,Mexico,IPhO,2021,,,
Dante Bosgoed,Netherlands,IPhO,2021,,,
Raymond Trinh,Australia,IPhO,2021,,,
Victor Sotropa,Moldova,IPhO,2021,,,
Viktor Vasilev,Bulgaria,IPhO,2021,,,
Marko Vučić,Bosnia and Herzegovina,IPhO,2021,,,
Dachi Tchotashvili,Georgia,IPhO,2021,,,
Ayhan Suleymanzade,Azerbaijan,IPhO,2021,,,
Abdurahmon Abdukhamidov,Tajikistan,IPhO,2021,,,
Momčilo Tošić,Serbia,IPhO,2021,,,
Uku Andreas Reigo,Estonia,IPhO,2021,,,
Henri Kärpijoki,Finland,IPhO,2021,,,
Maximilien Bonneau,France,IPhO,2021,,,
Markus Rainer,Austria,IPhO,2021,,,
Simon Avontuur,Netherlands,IPhO,2021,,,
Majkl Georgievski,North Macedonia,IPhO,2021,,,
Murad Bashirov,Azerbaijan,IPhO,2021,,,
Luka Passek-Kumerički,Croatia,IPhO,2021,,,
C. Burton Lyng-Olsen,Norway,IPhO,2021,,,
Mathieu Zufferey,Switzerland,IPhO,2021,,,
Abdalazeez Jerby,Syria,IPhO,2021,,,
Mukhammadkhuja Kamoliddinzoda,Tajikistan,IPhO,2021,,,
Kylian Gauteron,Switzerland,IPhO,2021,,,
Pavle Pakalović,Serbia,IPhO,2021,,,
Anže Krejan,Slovenia,IPhO,2021,,,
Lotte Hof,Netherlands,IPhO,2021,,,
Volha Turchyna,Belarus,IPhO,2021,,,
Nikoloz Nikuradze,Georgia,IPhO,2021,,,
Tadas Danilevičius,Lithuania,IPhO,2021,,,
Barsbold Enkhbold,Mongolia,IPhO,2021,,,
Roko Šupe,Croatia,IPhO,2021,,,
Ahmed Al Muhanna,Saudi Arabia,IPhO,2021,,,
Miro Joensuu,Austria,IPhO,2021,,,
Vladimir Secu,Moldova,IPhO,2021,,,
Moritz Hofer,Austria,IPhO,2021,,,
Artūrs Aizstrauts,Latvia,IPhO,2021,,,
Dimitar Djorlev,North Macedonia,IPhO,2021,,,
Afonso Alves,Portugal,IPhO,2021,,,
Siraj Yahyazade,Azerbaijan,IPhO,2021,,,
Temuulen Baasannorov,Mongolia,IPhO,2021,,,
Alexandre Prats,France,IPhO,2021,,,
Ammar Ali,Syria,IPhO,2021,,,
Rafael Dux,Luxembourg,IPhO,2021,,,
Matej Gelev,North Macedonia,IPhO,2021,,,
Alshammasi Hussain Adel,Saudi Arabia,IPhO,2021,,,
Miguel Angel Arbelaez Llano,Colombia,IPhO,2021,,,
Sijie Ma,Luxembourg,IPhO,2021,,,
Valentin Hächler,Switzerland,IPhO,2021,,,
Niklas Keckman,Finland,IPhO,2021,,,
Adam Johansson,Sweden,IPhO,2021,,,
Lap In Leong,Macau,IPhO,2021,,,
Jón Valur Björnsson,Iceland,IPhO,2021,,,
Eppu Leinonen,Finland,IPhO,2021,,,
Osman Siddique,Pakistan,IPhO,2021,,,
Jan Stojanovski,North Macedonia,IPhO,2021,,,
German Lužin,Estonia,IPhO,2021,,,
Richard Friedrichs,Estonia,IPhO,2021,,,
Marios Gavriil Petrakis,Greece,IPhO,2021,,,
Chong Un Un,Macau,IPhO,2021,,,
Golam Ishtiak,Bangladesh,IPhO,2021,,,
Joonatan Ristmäe,Estonia,IPhO,2021,,,
Yalun Yang,Australia,IPhO,2021,,,
Hadi Salloum,Syria,IPhO,2021,,,
Ismail Brkić,Bosnia and Herzegovina,IPhO,2021,,,
Aki Silander,Sweden,IPhO,2021,,,
Đorđe Veljković,Norway,IPhO,2021,,,
Matthias Tant,Belgium,IPhO,2021,,,
Hilmir Vilberg Arnarsson,Iceland,IPhO,2021,,,
Brais Rodríguez Rodríguez,Spain,IPhO,2021,,,
Madinabonu Khasanjonova,Uzbekistan,IPhO,2021,,,
Guowei Xu,People's Republic of China,IPhO,2022,https://www.linkedin.com/in/taehyoung-kim-39a35a302,Taehyoung Kim,4
Mingxuan Yang,People's Republic of China,IPhO,2022,https://www.linkedin.com/in/jingyuzhao,Jingyu Zhao,4
Zirui Liu,People's Republic of China,IPhO,2022,https://kr.linkedin.com/in/zhimin-pan-87b819106,Zhimin Pan님,7
Qiancheng Li,People's Republic of China,IPhO,2022,https://www.linkedin.com/in/solkim0,Sol Kim,4
Yuqi Ren,People's Republic of China,IPhO,2022,,,
Rishab Parthasarathy,United States of America,IPhO,2022,https://www.linkedin.com/in/chenxing-zhang-92100811b,Chenxing Zhang,0
Vlad-Ștefan Oros,Romania,IPhO,2022,https://www.linkedin.com/in/ching-chang-64892897,Ching Chang,6
Vadim Erin,Russia,IPhO,2022,https://www.linkedin.com/in/aleksei-krasnikov-38a2a0193,Aleksei Krasnikov,4
Youngin Cho,Republic of Korea,IPhO,2022,https://www.linkedin.com/in/hyunsoo-ha-53007246,Hyunsoo Ha,4
Maksim Permiakov,Russia,IPhO,2022,https://www.linkedin.com/in/joonhwi-kim-60ab6b330,Joonhwi Kim,4
